,subset,A_ref,A_metric,A_align,A_CR_pearson,A_label,B_ref,B_metric,B_align,B_CR_pearson,B_label,A_B_pearson,A_B_sign_pv,A_B_sign_level
137,both,ref,bleu,one_seq,0.7095519042055043,bleu ref one_seq,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.7622181832587217,0.00038469731155710285,0.0
138,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,ref,chrf,one_seq,0.7226648324543509,chrf ref one_seq,0.8450289450006022,8.999147693700138e-08,0.0
139,both,ref,chrf,one_seq,0.7226648324543509,chrf ref one_seq,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.8450289450006022,8.999147693700138e-08,0.0
140,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,ref+intp,chrf,one_seq,0.7234598968042771,chrf ref+intp one_seq,0.8514282710823136,3.4333522247465e-08,0.0
141,both,ref+intp,chrf,one_seq,0.7234598968042771,chrf ref+intp one_seq,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.8514282710823136,3.4333522247465e-08,0.0
142,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.8947856308494329,3.2507330161024584e-13,0.0
143,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.8947856308494329,3.2507330161024584e-13,0.0
144,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.7999200494154854,3.9690964515060045e-08,0.0
145,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.7999200494154854,3.9690964515060045e-08,0.0
146,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.9061388350900698,1.5543122344752192e-15,0.0
147,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.9061388350900698,1.5543122344752192e-15,0.0
148,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.8002629642995144,3.474331933261965e-12,0.0
149,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.8002629642995144,3.474331933261965e-12,0.0
150,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.8050638424518036,3.814726312612038e-13,0.0
151,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.8050638424518036,3.814726312612038e-13,0.0
152,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.7594994676030551,1.6497914145929826e-13,0.0
153,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.7594994676030551,1.6497914145929826e-13,0.0
154,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.8090061079942784,2.220446049250313e-16,0.0
155,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.8090061079942784,2.220446049250313e-16,0.0
156,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.8109463238663831,2.220446049250313e-16,0.0
157,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.8109463238663831,2.220446049250313e-16,0.0
158,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.7687965198945452,0.0,0.0
159,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.7687965198945452,0.0,0.0
160,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.7615289550346248,0.0,0.0
161,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.7615289550346248,0.0,0.0
162,both,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.7750215342451447,0.0,0.0
163,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,intp,chrf,mwer,0.6503600967163684,chrf intp mwer,0.7750215342451447,0.0,0.0
164,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.6145697532938544,0.7170512890835425,0.7170512890835425
165,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.6145697532938544,0.7170512890835425,0.7170512890835425
166,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.9782760012336555,2.204762038116037e-05,0.0
167,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.9782760012336555,2.204762038116037e-05,0.0
168,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,intp,bertscore.f1,one_seq,0.6882929980244962,bertscore.f1 intp one_seq,0.6875754088433792,0.07199639555858361,0.1
169,both,intp,bertscore.f1,one_seq,0.6882929980244962,bertscore.f1 intp one_seq,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.6875754088433792,0.07199639555858361,0.1
170,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,intp,comet-da,mwer,0.7066723834504169,comet-da intp mwer,0.7531019333202295,0.0018710734155140685,0.0
171,both,intp,comet-da,mwer,0.7066723834504169,comet-da intp mwer,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.7531019333202295,0.0018710734155140685,0.0
172,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref,bleu,one_seq,0.7095519042055043,bleu ref one_seq,0.9770223947979182,0.0,0.0
173,both,ref,bleu,one_seq,0.7095519042055043,bleu ref one_seq,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.9770223947979182,0.0,0.0
174,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref,chrf,one_seq,0.7226648324543509,chrf ref one_seq,0.7551836806016193,3.619400044940768e-05,0.0
175,both,ref,chrf,one_seq,0.7226648324543509,chrf ref one_seq,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.7551836806016193,3.619400044940768e-05,0.0
176,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref+intp,chrf,one_seq,0.7234598968042771,chrf ref+intp one_seq,0.7505449990575692,3.3678750392285295e-05,0.0
177,both,ref+intp,chrf,one_seq,0.7234598968042771,chrf ref+intp one_seq,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.7505449990575692,3.3678750392285295e-05,0.0
178,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.8831043507426175,3.522981906201039e-11,0.0
179,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.8831043507426175,3.522981906201039e-11,0.0
180,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.9357241342810639,0.0,0.0
181,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.9357241342810639,0.0,0.0
182,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.8815112538443137,8.83226825010297e-12,0.0
183,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.8815112538443137,8.83226825010297e-12,0.0
184,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.8513323060186375,1.1102230246251565e-14,0.0
185,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.8513323060186375,1.1102230246251565e-14,0.0
186,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.847281781670788,3.3306690738754696e-15,0.0
187,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.847281781670788,3.3306690738754696e-15,0.0
188,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.7081475991165503,4.4917403130284583e-11,0.0
189,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.7081475991165503,4.4917403130284583e-11,0.0
190,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.8531232706422222,0.0,0.0
191,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.8531232706422222,0.0,0.0
192,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.8552221198325209,0.0,0.0
193,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.8552221198325209,0.0,0.0
194,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.7277684614073764,2.220446049250313e-16,0.0
195,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.7277684614073764,2.220446049250313e-16,0.0
196,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.7310598357132471,0.0,0.0
197,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.7310598357132471,0.0,0.0
198,both,ref,bleu,sent,0.6539359872387543,bleu ref sent,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.8046616466840354,0.0,0.0
199,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,ref,bleu,sent,0.6539359872387543,bleu ref sent,0.8046616466840354,0.0,0.0
200,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.6588076508636387,0.44772418714889617,0.44772418714889617
201,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.6588076508636387,0.44772418714889617,0.44772418714889617
202,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,intp,bertscore.f1,one_seq,0.6882929980244962,bertscore.f1 intp one_seq,0.7653303451882707,0.11203066972203057,0.15
203,both,intp,bertscore.f1,one_seq,0.6882929980244962,bertscore.f1 intp one_seq,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.7653303451882707,0.11203066972203057,0.15
204,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,intp,comet-da,mwer,0.7066723834504169,comet-da intp mwer,0.6027321429046173,0.028892671483695898,0.05
205,both,intp,comet-da,mwer,0.7066723834504169,comet-da intp mwer,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.6027321429046173,0.028892671483695898,0.05
206,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref,bleu,one_seq,0.7095519042055043,bleu ref one_seq,0.72182556853231,0.0068832932265945335,0.0
207,both,ref,bleu,one_seq,0.7095519042055043,bleu ref one_seq,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.72182556853231,0.0068832932265945335,0.0
208,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref,chrf,one_seq,0.7226648324543509,chrf ref one_seq,0.9497654125418341,3.552713678800501e-15,0.0
209,both,ref,chrf,one_seq,0.7226648324543509,chrf ref one_seq,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.9497654125418341,3.552713678800501e-15,0.0
210,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref+intp,chrf,one_seq,0.7234598968042771,chrf ref+intp one_seq,0.9600079270636813,0.0,0.0
211,both,ref+intp,chrf,one_seq,0.7234598968042771,chrf ref+intp one_seq,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.9600079270636813,0.0,0.0
212,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.812697863799506,1.64995710294491e-06,0.0
213,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.812697863799506,1.64995710294491e-06,0.0
214,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.7833961908397503,4.084634765311179e-06,0.0
215,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.7833961908397503,4.084634765311179e-06,0.0
216,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.8212006306848144,3.486925064244417e-07,0.0
217,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.8212006306848144,3.486925064244417e-07,0.0
218,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.758578078180899,1.0377307679831915e-08,0.0
219,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.758578078180899,1.0377307679831915e-08,0.0
220,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.7592328356352063,2.9235989185139033e-09,0.0
221,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.7592328356352063,2.9235989185139033e-09,0.0
222,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.8401832130374305,6.661338147750939e-16,0.0
223,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.8401832130374305,6.661338147750939e-16,0.0
224,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.7491872786039349,3.7898129079394494e-11,0.0
225,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.7491872786039349,3.7898129079394494e-11,0.0
226,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.7519343414669915,2.2443824576612315e-11,0.0
227,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.7519343414669915,2.2443824576612315e-11,0.0
228,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.8146689836794891,0.0,0.0
229,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.8146689836794891,0.0,0.0
230,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.7737226453351087,0.0,0.0
231,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.7737226453351087,0.0,0.0
232,both,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.6972845276852921,4.440892098500626e-16,0.0
233,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,intp,chrf,one_seq,0.6616671905938879,chrf intp one_seq,0.6972845276852921,4.440892098500626e-16,0.0
234,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,intp,bertscore.f1,one_seq,0.6882929980244962,bertscore.f1 intp one_seq,0.7406981356843991,0.5058411470812612,0.5058411470812612
235,both,intp,bertscore.f1,one_seq,0.6882929980244962,bertscore.f1 intp one_seq,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.7406981356843991,0.5058411470812612,0.5058411470812612
236,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,intp,comet-da,mwer,0.7066723834504169,comet-da intp mwer,0.7799159092912537,0.05928681887643683,0.1
237,both,intp,comet-da,mwer,0.7066723834504169,comet-da intp mwer,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.7799159092912537,0.05928681887643683,0.1
238,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref,bleu,one_seq,0.7095519042055043,bleu ref one_seq,0.9637778186803982,8.942336784389937e-07,0.0
239,both,ref,bleu,one_seq,0.7095519042055043,bleu ref one_seq,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.9637778186803982,8.942336784389937e-07,0.0
240,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref,chrf,one_seq,0.7226648324543509,chrf ref one_seq,0.7692876489430155,0.004004545927617897,0.0
241,both,ref,chrf,one_seq,0.7226648324543509,chrf ref one_seq,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.7692876489430155,0.004004545927617897,0.0
242,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref+intp,chrf,one_seq,0.7234598968042771,chrf ref+intp one_seq,0.7704423153773159,0.003320319684760209,0.0
243,both,ref+intp,chrf,one_seq,0.7234598968042771,chrf ref+intp one_seq,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.7704423153773159,0.003320319684760209,0.0
244,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref,chrf,sent,0.7313755210409066,chrf ref sent,0.8832642584680102,2.3132261233183016e-06,0.0
245,both,ref,chrf,sent,0.7313755210409066,chrf ref sent,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.8832642584680102,2.3132261233183016e-06,0.0
246,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,0.9610967892706653,0.0,0.0
247,both,ref+intp,bleu,one_seq,0.733119580654065,bleu ref+intp one_seq,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.9610967892706653,0.0,0.0
248,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,0.8899938168093302,3.2343924427635784e-07,0.0
249,both,ref+mw-intp,chrf,sent+mw,0.7340179156286448,chrf ref+mw-intp sent+mw,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.8899938168093302,3.2343924427635784e-07,0.0
250,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,0.860850955856239,5.535596425687572e-10,0.0
251,both,ref,bertscore.f1,one_seq,0.752858469570867,bertscore.f1 ref one_seq,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.860850955856239,5.535596425687572e-10,0.0
252,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,0.8597214666504104,1.1919465414678143e-10,0.0
253,both,ref+intp,bertscore.f1,one_seq,0.7557943345451409,bertscore.f1 ref+intp one_seq,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.8597214666504104,1.1919465414678143e-10,0.0
254,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,0.738410657357816,2.147971822630268e-08,0.0
255,both,intp,comet-da,one_seq,0.7666194865813799,comet-da intp one_seq,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.738410657357816,2.147971822630268e-08,0.0
256,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,0.858697876947956,1.0791367799356522e-13,0.0
257,both,ref+mw-intp,bertscore.f1,sent+mw,0.7669957666944904,bertscore.f1 ref+mw-intp sent+mw,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.858697876947956,1.0791367799356522e-13,0.0
258,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,0.8569462468712256,9.658940314238862e-14,0.0
259,both,ref,bertscore.f1,sent,0.7676298658254183,bertscore.f1 ref sent,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.8569462468712256,9.658940314238862e-14,0.0
260,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,0.754338152715922,2.013944566670034e-13,0.0
261,both,ref+intp,comet-da,one_seq,0.7883510310112323,comet-da ref+intp one_seq,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.754338152715922,2.013944566670034e-13,0.0
262,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,0.7536044432868939,2.0872192862952943e-14,0.0
263,both,ref,comet-da,one_seq,0.7923651239029432,comet-da ref one_seq,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.7536044432868939,2.0872192862952943e-14,0.0
264,both,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,ref,comet-da,sent,0.796103953683119,comet-da ref sent,0.8142611492586512,0.0,0.0
265,both,ref,comet-da,sent,0.796103953683119,comet-da ref sent,ref+mw-intp,bleu,sent+mw,0.6767748075810378,bleu ref+mw-intp sent+mw,0.8142611492586512,0.0,0.0
266,both,intp,bertscore.f1,one_seq,0.6882929980244962,bertscore.f1 intp one_seq,intp,comet-da,mwer,0.7066723834504169,comet-da intp mwer,0.783581637310172,0.2385831447700011,0.2385831447700011
267,both,intp,comet-da,mwer,0.7066723834504169,comet-da intp mwer,intp,bertscore.f1,one_seq,0.6882929980244962,bertscore.f1 intp one_seq,0.783581637310172,0.2385831447700011,0.2385831447700011
